code,occupation_primary,industry,state,state_name,rate,rate_type,effective_date,rating_authority,is_top_50_code,state_is_indep_bureau,state_is_monopolistic
8058,Retail Florist,retail,TN,Tennessee,0.78,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8072,Retail Store - Shoe,retail,TN,Tennessee,0.23,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8102,"Retail Store - Meat, Fish",retail,TN,Tennessee,0.61,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8103,Retail Store - Grocery,retail,TN,Tennessee,0.96,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8106,Retail Store - Delicatessen,retail,TN,Tennessee,1.49,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8107,Retail Store - Bakery,retail,TN,Tennessee,1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8111,Retail Store - Confectionery,retail,TN,Tennessee,0.64,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8116,Retail Store - Florist,retail,TN,Tennessee,0.78,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8203,Retail Store - Department Store,retail,TN,Tennessee,2.55,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8204,Retail Store - Variety Store,retail,TN,Tennessee,1.28,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8209,Retail Store - Discount Store,retail,TN,Tennessee,1.3,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8215,Retail Store - Mail Order,retail,TN,Tennessee,1.39,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8227,Retail Store - Auto Parts,retail,TN,Tennessee,1.23,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8232,Retail Store - Tire,retail,TN,Tennessee,1.87,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8233,Retail Store - Farm Machinery,retail,TN,Tennessee,1.1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8235,Retail Store - Building Material,retail,TN,Tennessee,1.48,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8263,Retail Store - Liquor,retail,TN,Tennessee,2.17,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8264,Retail Store - Beer or Wine,retail,TN,Tennessee,1.45,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8265,Retail Store - Convenience Store,retail,TN,Tennessee,1.55,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8279,Stevedoring - NOC,transportation,TN,Tennessee,2.39,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8288,Retail Merchandise Warehousing,retail,TN,Tennessee,2.8,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8291,Cotton Warehousing,agriculture,TN,Tennessee,1.08,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8292,Tobacco Warehousing,agriculture,TN,Tennessee,1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8293,Wool Warehousing,agriculture,TN,Tennessee,2.14,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8304,Trucking - NOC,transportation,TN,Tennessee,2.14,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8350,Salesperson — outside,professional-services,TN,Tennessee,2.17,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8380,Automobile service or repair,auto-repair,TN,Tennessee,0.8,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8381,Bulk Mineral Trucking,transportation,TN,Tennessee,0.64,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8385,Automobile garage,auto-repair,TN,Tennessee,0.86,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8392,Refrigerated Products Trucking,transportation,TN,Tennessee,0.69,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8393,Chemical Trucking,transportation,TN,Tennessee,0.55,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8500,Metal Scrap Dealer NOC,services,TN,Tennessee,2.37,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8601,Consulting Engineers,services,TN,Tennessee,0.08,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8602,Land Surveyors,services,TN,Tennessee,0.41,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8603,Architects,services,TN,Tennessee,0.02,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8606,Draftsmen,services,TN,Tennessee,0.5,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8709 F,Stevedoring NOC,transportation,TN,Tennessee,1.38,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8719,Outside Salespersons,services,TN,Tennessee,0.7,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8720,Automobile Salespersons,retail,TN,Tennessee,0.47,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8721,Jewelry Salespersons,retail,TN,Tennessee,0.09,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8723,Furniture Salespersons,retail,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8725,Clothing Salespersons,retail,TN,Tennessee,0.9,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8726 F,Retail Salespersons,retail,TN,Tennessee,0.8,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8734,Insurance Adjusters,services,TN,Tennessee,0.11,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8734 M,Insurance Adjusters,services,TN,Tennessee,0.15,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8737,Property Management NOC,services,TN,Tennessee,0.09,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8737 M,Property Management NOC,services,TN,Tennessee,0.13,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8738,Residential Property Management,services,TN,Tennessee,0.19,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8738 M,Residential Property Management,services,TN,Tennessee,0.27,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8742,Salesperson — outside,professional-services,TN,Tennessee,0.11,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8745,Farm Machinery Sales,retail,TN,Tennessee,1.11,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8748,RV Salespersons,retail,TN,Tennessee,0.17,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8755,Advertising Sales,services,TN,Tennessee,0.1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8799,Outside Sales - All Other,services,TN,Tennessee,0.21,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8800,Office Clerical,office_clerical,TN,Tennessee,0.55,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8803,Real Estate Clerical,services,TN,Tennessee,0.02,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8805,Medical Office Clerical,healthcare,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8805 M,Medical Office Clerical,healthcare,TN,Tennessee,0.07,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8810,Clerical office,professional-services,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8814,Telemarketing Clerical,services,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8814 M,Telemarketing Clerical,services,TN,Tennessee,0.06,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8815,Clerical Telecommuter Employees,office_clerical,TN,Tennessee,0.1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8815 M,Clerical Telecommuter Employees,office_clerical,TN,Tennessee,0.12,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8820,College Other Employees,education,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8824,Public Library Other Employees,services,TN,Tennessee,0.71,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8825,Museum Staff,services,TN,Tennessee,0.62,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8826,Museum Other Employees,services,TN,Tennessee,0.69,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8829,Convalescent or nursing home,healthcare,TN,Tennessee,0.66,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8831,Hospital Other Employees,healthcare,TN,Tennessee,0.45,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8832,Physician — non-surgical,healthcare,TN,Tennessee,0.09,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8833,Hospital — professional employees,healthcare,TN,Tennessee,0.4,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8835,Medical/Dental/Vet Professionals,healthcare,TN,Tennessee,0.88,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8842,Social Service Other Employees,nonprofit,TN,Tennessee,0.8,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8855,Hospice Care,healthcare,TN,Tennessee,0.05,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8856,Adult Day Care,healthcare,TN,Tennessee,0.17,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8864,Social Services - Professional,services,TN,Tennessee,0.54,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8868,College — non-faculty,education,TN,Tennessee,0.11,loss_cost,2024-03-01,National Council on Compensation,True,False,False
8869,Home Health Care - All Other,healthcare,TN,Tennessee,0.32,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8871,Hospice Care - All Other,healthcare,TN,Tennessee,0.02,loss_cost,2024-03-01,National Council on Compensation,False,False,False
8901,Telephone/Telegraph Companies,services,TN,Tennessee,0.06,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9012,Building Operation - Theaters,hospitality,TN,Tennessee,0.3,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9014,Janitorial — buildings,cleaning,TN,Tennessee,0.81,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9015,Building operations,cleaning,TN,Tennessee,0.94,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9016,Apartment/Condominium Complex,services,TN,Tennessee,0.77,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9019,Building Operation - Office - All Other,services,TN,Tennessee,0.99,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9033,Hotel Operations,hospitality,TN,Tennessee,0.83,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9040,Hospital — all other employees,healthcare,TN,Tennessee,1.34,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9052,Hotel Clerical Office,office_clerical,TN,Tennessee,0.53,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9058,Hotel — all other employees,hospitality,TN,Tennessee,0.48,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9060,Country Club Operations,hospitality,TN,Tennessee,0.47,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9061,Country club,hospitality,TN,Tennessee,0.38,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9063,"YMCA, YWCA, gym",fitness,TN,Tennessee,0.28,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9077 F,Hospital Operations,healthcare,TN,Tennessee,3.04,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9082,Restaurant — fast food,restaurant,TN,Tennessee,0.36,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9083,"Bar, Tavern, or Nightclub",hospitality,TN,Tennessee,0.43,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9084,"Hotel, All Employees",hospitality,TN,Tennessee,0.41,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9089,Health or Exercise Club,services,TN,Tennessee,0.47,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9093,Bowling Alley,services,TN,Tennessee,0.44,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9101,Public Park,services,TN,Tennessee,1.02,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9102,Cemetery Operation,services,TN,Tennessee,1,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9154,Home Health Care Services,healthcare,TN,Tennessee,0.47,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9156,"Clinic, Not Otherwise Classified",healthcare,TN,Tennessee,0.69,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9170,Ambulance Service,healthcare,TN,Tennessee,2.75,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9178,Athletic/Health Clubs,services,TN,Tennessee,1.96,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9179,Professional Sports Players,services,TN,Tennessee,3.5,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9180,Sports Park Employees,services,TN,Tennessee,1.65,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9182,Golf Course Operation,hospitality,TN,Tennessee,0.67,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9186,Bowling Center Operation,hospitality,TN,Tennessee,4.57,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9220,Cemetery Operation,services,TN,Tennessee,1.47,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9402,Library Operation,education,TN,Tennessee,1.5,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9403,Museums/Art Galleries,services,TN,Tennessee,2.59,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9410,School Professional Staff,education,TN,Tennessee,1.06,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9501,Sign Installation/Painting,construction,TN,Tennessee,1.51,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9505,Sign Erection or Painting,services,TN,Tennessee,1.11,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9516,Electrical Apparatus Servicing,services,TN,Tennessee,0.83,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9519,Electrical Wiring - Buildings,construction,TN,Tennessee,1.45,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9521,House Furnishings Installation,services,TN,Tennessee,1.17,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9522,Upholstering,services,TN,Tennessee,0.92,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9534,Paperhanging,construction,TN,Tennessee,1.7,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9554,Chimney Construction,construction,TN,Tennessee,2.95,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9586,"Barber, beauty parlor, hair stylist",beauty-salon,TN,Tennessee,0.18,loss_cost,2024-03-01,National Council on Compensation,True,False,False
9600,Funeral Directors,services,TN,Tennessee,0.92,loss_cost,2024-03-01,National Council on Compensation,False,False,False
9620,Funeral directors,professional-services,TN,Tennessee,0.49,loss_cost,2024-03-01,National Council on Compensation,True,False,False
0012,Farm - Field Crops,agriculture,TX,Texas,0,manual_rate,2020-03-01,National Council on Compensation,False,False,False
0034,Farm — poultry,agriculture,TX,Texas,0.7,loss_cost,2025-07-01,National Council on Compensation,True,False,False
0035,Farm - Grain or Seed Growing,agriculture,TX,Texas,0.63,loss_cost,2024-07-01,National Council on Compensation,False,False,False
0005,Farm — nursery,agriculture,UT,Utah,0.84,advisory_pure_premium,2025-02-01,National Council on Compensation,True,False,False
0008,Farm - Poultry or Egg Producers,agriculture,UT,Utah,0.6,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0016,Farm - Vegetable Growing,agriculture,UT,Utah,0.96,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0034,Farm — poultry,agriculture,UT,Utah,0.76,advisory_pure_premium,2025-02-01,National Council on Compensation,True,False,False
0035,Farm - Grain or Seed Growing,agriculture,UT,Utah,0.51,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0036,Farm — dairy,agriculture,UT,Utah,0.92,advisory_pure_premium,2025-02-01,National Council on Compensation,True,False,False
0037,Farm - Sugar Cane Growing,agriculture,UT,Utah,0.91,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0042,Landscape gardening,landscaping,UT,Utah,0.85,advisory_pure_premium,2025-02-01,National Council on Compensation,True,False,False
0050,Farm - Sod Farming,agriculture,UT,Utah,1.15,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0079,Berry and Vegetable Farming,agriculture,UT,Utah,0.56,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0083,Flower Growing,agriculture,UT,Utah,1.31,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0106,Potato Farming,agriculture,UT,Utah,1.83,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0113,Sugar Beet Farming,agriculture,UT,Utah,0.95,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0170,Farming - Aquaculture,agriculture,UT,Utah,0.6,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0251,Silviculture,agriculture,UT,Utah,0.81,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0401,Apiary Farm,agriculture,UT,Utah,1.77,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0771 N,Landscape Gardening,agriculture,UT,Utah,0.13,loss_cost,2025-02-01,National Council on Compensation,False,False,False
0908,Nut Farm,agriculture,UT,Utah,29.8,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0908 P,Nut Farm,agriculture,UT,Utah,47,loss_cost,2025-02-01,National Council on Compensation,False,False,False
0913,"Aquaculture, Shellfish",agriculture,UT,Utah,78.3,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
0913 P,"Aquaculture, Shellfish",agriculture,UT,Utah,124,loss_cost,2025-02-01,National Council on Compensation,False,False,False
0917,Domestic service — inside,cleaning,UT,Utah,0.86,advisory_pure_premium,2025-02-01,National Council on Compensation,True,False,False
1005,Underground Coal Mining,mining,UT,Utah,0.78,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1016,Surface Coal Mining,mining,UT,Utah,1.77,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1164,"Stone, Sand, or Gravel Quarry",mining,UT,Utah,0.6,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1164 D,"Stone, Sand, or Gravel Quarry",mining,UT,Utah,1.38,loss_cost,2024-01-01,National Council on Compensation,False,False,False
1165,"Stone, Sand, Gravel Processing",mining,UT,Utah,0.37,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1165 D,"Stone, Sand, Gravel Processing",mining,UT,Utah,0.78,loss_cost,2024-01-01,National Council on Compensation,False,False,False
1320,Surface Metal Mining,mining,UT,Utah,0.36,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1322,Metal Ore Milling or Concentrating,mining,UT,Utah,1.12,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1430,Underground Salt Mining,mining,UT,Utah,0.65,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1438,Stone Crushing,mining,UT,Utah,0.54,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1452,Peat Harvesting,agriculture,UT,Utah,0.35,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1463,Clay or Shale Digging,mining,UT,Utah,1.1,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1472,Coal Mining - Surface,mining,UT,Utah,0.53,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1624,Oil/Gas Wells - Drilling/Operation,mining,UT,Utah,0.56,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1624 D,Oil/Gas Wells - Drilling/Operation,mining,UT,Utah,1.19,loss_cost,2024-01-01,National Council on Compensation,False,False,False
1642,Gypsum Mining,mining,UT,Utah,0.42,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1654,Phosphate Mining,mining,UT,Utah,0.74,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1699,Mining N.O.C.,mining,UT,Utah,0.43,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1701,Cement Manufacturing,manufacturing,UT,Utah,0.41,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1710,Stone Cutting or Polishing,manufacturing,UT,Utah,0.52,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1710 D,Stone Cutting or Polishing,manufacturing,UT,Utah,1.04,loss_cost,2024-01-01,National Council on Compensation,False,False,False
1747,Glass Manufacturing - Flat,manufacturing,UT,Utah,0.49,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1748,Glass Manufacturing - Other,manufacturing,UT,Utah,0.84,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1803,Plaster/Plaster Board Mfg.,manufacturing,UT,Utah,1.06,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1803 D,Plaster/Plaster Board Mfg.,manufacturing,UT,Utah,2.25,loss_cost,2024-01-01,National Council on Compensation,False,False,False
1924,Baking & Delivery,manufacturing,UT,Utah,0.5,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
1925,Retail Bakery,retail,UT,Utah,0.57,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2002,Retail Meat/Fish Dealer,retail,UT,Utah,0.99,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2003,Meat/Fish/Poultry Packing,manufacturing,UT,Utah,0.56,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2014,Ice Cream Manufacturing,manufacturing,UT,Utah,0.92,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2016,Milk Processing & Delivery,manufacturing,UT,Utah,0.55,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2021,Fruit/Vegetable Canning,manufacturing,UT,Utah,0.64,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2039,Grain Elevator Operation,agriculture,UT,Utah,0.6,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2041,Flour Milling,manufacturing,UT,Utah,0.6,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2065,Tea Blending/Packing,manufacturing,UT,Utah,0.37,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2070,Brewery & Delivery,manufacturing,UT,Utah,0.75,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2081,Distillery Operation,manufacturing,UT,Utah,0.8,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2089,Winery Operation,manufacturing,UT,Utah,0.68,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2095,Creamery & Dairy Products Manufacturing,manufacturing,UT,Utah,0.67,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2105,Butter or Cheese Manufacturing,manufacturing,UT,Utah,0.84,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2110,Grain Elevator Operation,manufacturing,UT,Utah,0.56,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2111,Malt House Operation,manufacturing,UT,Utah,0.55,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2112,Sugar Refining,manufacturing,UT,Utah,0.74,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2114,Starch Manufacturing,manufacturing,UT,Utah,0.48,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2121,Chocolate or Cocoa Manufacturing,manufacturing,UT,Utah,0.35,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2130,Bakeries,manufacturing,UT,Utah,0.39,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2131,Biscuit Manufacturing,manufacturing,UT,Utah,0.35,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2143,Butter or Cheese Manufacturing,manufacturing,UT,Utah,0.5,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2157,"Wholesale Meat, Fish, Poultry",services,UT,Utah,0.76,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2172,Fish Curing or Packing,manufacturing,UT,Utah,0.27,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2174,Seafood Processing - N.O.C.,manufacturing,UT,Utah,0.62,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2211,Bakeries,manufacturing,UT,Utah,1.07,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2220,Sugar Refining,manufacturing,UT,Utah,0.47,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2286,Feed Manufacturing,manufacturing,UT,Utah,0.47,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2288,"Textile Bleaching, Dyeing, Finishing",manufacturing,UT,Utah,0.85,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2302,Wool Spinning & Weaving,manufacturing,UT,Utah,0.38,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2305,Jute & Hemp Spinning & Weaving,manufacturing,UT,Utah,0.49,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2361,Hosiery Mfg.,manufacturing,UT,Utah,0.38,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2362,Knit Goods Mfg. (N.O.C.),manufacturing,UT,Utah,0.48,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2380,Mattress & Box Spring Mfg.,manufacturing,UT,Utah,0.42,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2388,Upholstering,manufacturing,UT,Utah,0.29,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2402,Clothing Mfg. (N.O.C.),manufacturing,UT,Utah,0.37,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2413,"Overall, Work Clothing Mfg.",manufacturing,UT,Utah,0.38,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2416,Raincoat & Waterproof Clothing Mfg.,manufacturing,UT,Utah,0.49,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2417,Millinery Mfg.,manufacturing,UT,Utah,0.34,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2501,Clothing Manufacturing,manufacturing,UT,Utah,0.45,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2503,"Clothing Manufacturing, Hand",manufacturing,UT,Utah,0.21,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2570,Retail Laundry or Dry Cleaning,services,UT,Utah,0.79,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2585,Apparel Manufacturing - Underwear/Nightwear,manufacturing,UT,Utah,0.69,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2586,Apparel Manufacturing - Children's Wear,manufacturing,UT,Utah,0.68,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2587,Apparel Manufacturing - Sportswear/Casual,manufacturing,UT,Utah,0.57,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2589,Apparel Manufacturing - Accessories,manufacturing,UT,Utah,0.38,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2600,Yarn/Thread Manufacturing,manufacturing,UT,Utah,0.81,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2623,Textile Rental Service,services,UT,Utah,0.89,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2651,Awning/Tent Manufacturing,manufacturing,UT,Utah,0.27,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2660,"Chemical Mfg. - Soap, Detergent",manufacturing,UT,Utah,0.45,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2670,Carbon Black Mfg.,manufacturing,UT,Utah,0.39,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2683,Oil or Gas Lease Operations - Well Cementing,mining,UT,Utah,0.45,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2688,Oil or Gas Lease Operations - Well Perforating,mining,UT,Utah,0.39,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2701,Logging Operations,logging,UT,Utah,1.95,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2702,Saw Mill Operations,manufacturing,UT,Utah,2.97,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2709,Wood Preserving,manufacturing,UT,Utah,1.42,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
2710,Planing Mill,manufacturing,UT,Utah,1.46,advisory_pure_premium,2025-02-01,National Council on Compensation,False,False,False
